trial_id,density,column,start_x_frac,goal_x_frac,seed,start_x,start_y,goal_x,goal_y,reached,cost,nodes,plan_time_s,t_first_s,nn_time_s,prop_time_s,collision_time_s
9_R_3,9,R,0.85,0.15,3,5.1,0.78,0.9,5.22,True,0.138041,25700,10.8578,1.0465,0.2665,5.8544,2.6165
9_R_4,9,R,0.85,0.15,4,5.1,0.78,0.9,5.22,False,,23897,10.7827,,0.2529,5.9028,2.6391
9_R_5,9,R,0.85,0.15,5,5.1,0.78,0.9,5.22,True,0.184775,33943,11.4172,2.842,0.2599,6.001,2.6069
9_R_6,9,R,0.85,0.15,6,5.1,0.78,0.9,5.22,True,0.061443,24431,10.8447,0.1731,0.2675,5.8459,2.6365
9_R_7,9,R,0.85,0.15,7,5.1,0.78,0.9,5.22,True,0.224659,58160,12.9163,11.3103,0.2652,6.0964,2.6299
9_R_8,9,R,0.85,0.15,8,5.1,0.78,0.9,5.22,True,0.180468,43928,12.111,6.2708,0.2733,6.0385,2.6816
9_R_9,9,R,0.85,0.15,9,5.1,0.78,0.9,5.22,True,0.205752,56118,12.6573,2.9582,0.2568,6.0181,2.7107
9_R_10,9,R,0.85,0.15,10,5.1,0.78,0.9,5.22,True,0.156717,34411,11.2915,3.7352,0.2625,5.8547,2.5841
9_R_11,9,R,0.85,0.15,11,5.1,0.78,0.9,5.22,True,0.139446,55902,12.713,4.957,0.2658,6.0071,2.684
9_R_12,9,R,0.85,0.15,12,5.1,0.78,0.9,5.22,True,0.140333,49949,12.4526,1.3442,0.2652,6.0628,2.6897
9_R_13,9,R,0.85,0.15,13,5.1,0.78,0.9,5.22,True,0.102024,28972,11.125,1.5049,0.2718,5.9083,2.6561
9_R_14,9,R,0.85,0.15,14,5.1,0.78,0.9,5.22,True,0.106439,39092,11.7209,2.2595,0.2668,5.9502,2.6899
9_R_15,9,R,0.85,0.15,15,5.1,0.78,0.9,5.22,True,0.074189,21146,10.6357,1.1386,0.2721,5.8901,2.5765
9_R_16,9,R,0.85,0.15,16,5.1,0.78,0.9,5.22,True,0.096404,50972,12.6438,3.3318,0.2695,6.124,2.7115
9_R_17,9,R,0.85,0.15,17,5.1,0.78,0.9,5.22,True,0.546793,64106,13.7499,4.0282,0.2766,6.3157,2.8161
9_R_18,9,R,0.85,0.15,18,5.1,0.78,0.9,5.22,True,0.073295,28496,11.0479,2.5956,0.2742,5.9382,2.5569
9_R_19,9,R,0.85,0.15,19,5.1,0.78,0.9,5.22,True,0.118416,55741,13.0026,5.5716,0.2702,6.192,2.7287
9_R_20,9,R,0.85,0.15,20,5.1,0.78,0.9,5.22,True,0.134181,44510,12.5699,2.5539,0.2752,6.3029,2.7699
9_R_21,9,R,0.85,0.15,21,5.1,0.78,0.9,5.22,True,0.077824,51204,12.6469,0.9114,0.2693,6.1275,2.7238
9_R_22,9,R,0.85,0.15,22,5.1,0.78,0.9,5.22,True,0.528189,57572,12.9581,9.957,0.2673,6.1582,2.6291
9_R_23,9,R,0.85,0.15,23,5.1,0.78,0.9,5.22,True,0.280741,53717,12.6501,1.7324,0.2629,6.0996,2.6557
9_R_24,9,R,0.85,0.15,24,5.1,0.78,0.9,5.22,True,0.162713,53140,12.6449,4.7911,0.2675,6.0556,2.7106
9_R_25,9,R,0.85,0.15,25,5.1,0.78,0.9,5.22,True,0.269887,51189,12.3964,2.9849,0.263,5.9941,2.6881
9_R_26,9,R,0.85,0.15,26,5.1,0.78,0.9,5.22,True,0.150816,46809,12.0437,3.4634,0.2614,5.9682,2.6083
9_R_27,9,R,0.85,0.15,27,5.1,0.78,0.9,5.22,True,0.16003,52571,12.4856,5.7384,0.2657,6.0604,2.6435
9_R_28,9,R,0.85,0.15,28,5.1,0.78,0.9,5.22,True,0.198151,47003,12.5603,4.8745,0.2722,6.2647,2.6468
9_R_29,9,R,0.85,0.15,29,5.1,0.78,0.9,5.22,True,0.08003,32670,11.6192,0.5236,0.274,6.1134,2.6767
